id,lat,lng,YO,MO,DO,TIME,DETAIL
77,-122.43286066,37.723502773,2009,4,27,5,Pole - Not_Offensive
78,-122.432987777624,37.723879884502,2009,4,27,5,Pole - Not_Offensive
79,-122.433231497,37.723932354,2009,4,27,33,Pole - Not_Offensive
80,-122.433736087,37.723919951,2009,4,27,3,Pole - Not_Offensive
81,-122.429652443,37.724343467,2009,4,27,11,Pole - Not_Offensive
82,-122.429652443,37.724343467,2009,4,27,33,Mail_box - Not_Offensive
83,-122.431633236738,37.7231671628729,2009,4,27,5,Mail_box - Not_Offensive
84,-122.433231497,37.723932354,2009,4,27,3,Signal_box - Not_Offensive
85,-122.429652443,37.724343467,2009,4,27,161,Sidewalk_in_front_of_property - Not_Offensive
86,-122.433301383,37.724225954,2009,4,27,37,Sidewalk_in_front_of_property - Not_Offensive
87,-122.432145804,37.723674647,2009,4,27,3,Sidewalk_structure - Not_Offensive
88,-122.431759883,37.719138348,2009,5,1,18,Building_residential - Not_Offensive
89,-122.429887209145,37.718168222596,2009,5,1,34,Building_residential - Not_Offensive
90,-122.430538826,37.718592219,2009,5,1,56,Building_residential - Not_Offensive
91,-122.432202213,37.719326126,2009,5,1,817,Building_residential - Not_Offensive
92,-122.430935029,37.721663681,2009,5,3,32,Pole - Not_Offensive
93,-122.430703280722,37.721405898883,2009,5,3,32,Pole - Not_Offensive
94,-122.431113929,37.721428357,2009,5,3,32,Pole - Not_Offensive
95,-122.431448294,37.721187187,2009,5,3,32,Pole - Not_Offensive
96,-122.4318787928,37.721112796814,2009,5,3,32,Pole - Not_Offensive
97,-122.43200636,37.721237095,2009,5,3,32,Pole - Not_Offensive
98,-122.43200636,37.721237095,2009,5,3,32,Pole - Not_Offensive
99,-122.431939610068,37.721430687151,2009,5,3,32,Pole - Not_Offensive
100,-122.433215722,37.721597432,2009,5,3,32,Pole - Not_Offensive
101,-122.433606259599,37.7220003043685,2009,5,3,32,Pole - Not_Offensive
102,-122.433606259599,37.7220003043685,2009,5,3,32,Pole - Not_Offensive
103,-122.432276476,37.719655366,2009,5,3,32,Pole - Not_Offensive
104,-122.432155387,37.720052364,2009,5,3,32,Pole - Not_Offensive
105,-122.430075342,37.720452631,2009,5,3,32,Pole - Not_Offensive
106,-122.429896441,37.720687954,2009,5,3,32,Pole - Not_Offensive
107,-122.43200636,37.721237095,2009,5,3,9,Pole - Not_Offensive
108,-122.43200636,37.721237095,2009,5,3,9,Pole - Not_Offensive
109,-122.43200636,37.721237095,2009,5,3,2,Pole - Not_Offensive
110,-122.432633266404,37.721472387703,2009,5,3,9,Pole - Not_Offensive
111,-122.432725403333,37.721516300647,2009,5,3,17,Pole - Not_Offensive
112,-122.432806132432,37.7216186986126,2009,5,3,9,Pole - Not_Offensive
113,-122.43229855,37.721834708,2009,5,3,9,Pole - Not_Offensive
114,-122.432477453,37.721599656,2009,5,3,9,Pole - Not_Offensive
115,-122.432806132432,37.7216186986126,2009,5,3,9,Pole - Not_Offensive
116,-122.433606259599,37.7220003043685,2009,5,3,9,Pole - Not_Offensive
117,-122.433606259599,37.7220003043685,2009,5,3,17,Pole - Not_Offensive
118,-122.433606259599,37.7220003043685,2009,5,3,17,Pole - Not_Offensive
119,-122.433776155,37.719345623,2009,5,3,6,Pole - Not_Offensive
120,-122.433850272,37.718339847,2009,5,3,6,Pole - Not_Offensive
121,-122.433687583,37.719463548,2009,5,3,6,Pole - Not_Offensive
122,-122.432385117155,37.7192983904956,2009,5,3,6,Pole - Not_Offensive
123,-122.431036001,37.720558577,2009,5,3,6,Pole - Not_Offensive
124,-122.429941594,37.720628979,2009,5,3,6,Pole - Not_Offensive
125,-122.429695819,37.720952475,2009,5,3,6,Pole - Not_Offensive
126,-122.432385117155,37.7192983904956,2009,5,3,6,Sidewalk_in_front_of_property - Not_Offensive
127,-122.432806132432,37.7216186986126,2009,5,3,9,Sidewalk_structure - Not_Offensive
128,-122.432385117155,37.7192983904956,2009,5,3,6,Sidewalk_structure - Not_Offensive
129,-122.432385117155,37.7192983904956,2009,5,3,6,Signal_box - Not_Offensive
130,-122.433606259599,37.7220003043685,2009,5,3,10,Sidewalk_structure - Not_Offensive
131,-122.432385117155,37.7192983904956,2009,5,3,4,Sidewalk_structure - Not_Offensive
132,-122.430777893044,37.7185300529418,2009,5,11,50,Building_commercial - Not_Offensive
133,-122.42955364,37.720604294,2009,5,12,32,Pole - Not_Offensive
134,-122.43015725,37.719811525,2009,5,12,32,Pole - Not_Offensive
135,-122.429738121,37.719451674,2009,5,12,32,Pole - Not_Offensive
136,-122.430259191529,37.719323549414,2009,5,12,32,Pole - Not_Offensive
137,-122.430735629,37.719046361,2009,5,12,32,Pole - Not_Offensive
138,-122.430777893044,37.7185300529418,2009,5,12,32,Pole - Not_Offensive
139,-122.430777893044,37.7185300529418,2009,5,12,32,Pole - Not_Offensive
140,-122.4311066,37.71835107,2009,5,12,32,Pole - Not_Offensive
141,-122.431552964,37.717962475,2009,5,12,32,Pole - Not_Offensive
142,-122.431952421,37.717432356,2009,5,12,32,Pole - Not_Offensive
143,-122.430901279,37.719366137,2009,5,12,32,Pole - Not_Offensive
144,-122.432754523,37.717359863,2009,5,12,32,Pole - Not_Offensive
145,-122.432250023,37.717573612,2009,5,12,32,Pole - Not_Offensive
146,-122.432072865,37.71780891,2009,5,12,32,Pole - Not_Offensive
147,-122.431893991,37.718044785,2009,5,12,32,Pole - Not_Offensive
148,-122.431896960096,37.718393514929,2009,5,12,32,Pole - Not_Offensive
149,-122.431584658,37.718915971,2009,5,12,32,Pole - Not_Offensive
150,-122.431584658,37.718915971,2009,5,12,32,Pole - Not_Offensive
151,-122.431584658,37.718915971,2009,5,12,32,Pole - Not_Offensive
152,-122.429897348295,37.719802408928,2009,5,12,8,Pole - Not_Offensive
153,-122.429599088358,37.7200904065534,2009,5,12,8,Pole - Not_Offensive
154,-122.432331945,37.717532437,2009,5,12,8,Pole - Not_Offensive
155,-122.431984292,37.717926833,2009,5,12,2,Pole - Not_Offensive
156,-122.429599088358,37.7200904065534,2009,5,12,32,Sidewalk_structure - Not_Offensive
157,-122.432128014,37.717735486,2009,5,12,18,Sidewalk_in_front_of_property - Not_Offensive
158,-122.431671679,37.718339058,2009,5,12,5,Sidewalk_in_front_of_property - Not_Offensive
159,-122.429599088358,37.7200904065534,2009,5,12,5,Sidewalk_in_front_of_property - Not_Offensive
160,-122.432754523,37.717359863,2009,5,12,5,Sidewalk_in_front_of_property - Not_Offensive
161,-122.430777893044,37.7185300529418,2009,5,12,8,Signal_box - Not_Offensive
162,-122.430538826,37.718592219,2009,5,14,43,Building_commercial - Not_Offensive
163,-122.431299436397,37.720837452167,2009,5,26,131,Building_commercial - Not_Offensive
164,-122.433516043824,37.722021229299,2009,6,3,77,Building_residential - Not_Offensive
165,-122.431819901,37.718853054,2009,6,15,113,Building_residential - Not_Offensive
166,-122.430079802,37.718227255,2009,6,30,111,Building_residential - Offensive
167,-122.432106609359,37.723329769895,2009,7,3,95,Building_residential - Not_Offensive
168,-122.429978142015,37.7181475983677,2009,7,16,49,Pole - Not_Offensive
169,-122.429606725,37.718186659,2009,7,16,1,Pole - Not_Offensive
170,-122.432754523,37.717359863,2009,7,16,21,Pole - Not_Offensive
171,-122.431952421,37.717432356,2009,7,16,15,Pole - Not_Offensive
172,-122.431775268,37.717667928,2009,7,16,15,Pole - Not_Offensive
173,-122.431552964,37.717962475,2009,7,16,2,Pole - Not_Offensive
174,-122.430735629,37.719046361,2009,7,16,2,Pole - Not_Offensive
175,-122.430259191529,37.719323549414,2009,7,16,2,Pole - Not_Offensive
176,-122.429738121,37.719451674,2009,7,16,1,Pole - Offensive
177,-122.429599088358,37.7200904065534,2009,7,16,15,Pole - Not_Offensive
178,-122.429598801,37.720545593,2009,7,16,5,Pole - Not_Offensive
179,-122.430841408,37.717460736,2009,7,16,5,Pole - Not_Offensive
180,-122.429599088358,37.7200904065534,2009,7,16,15,Pole - Not_Offensive
181,-122.429978142015,37.7181475983677,2009,7,16,84,Street - Not_Offensive
182,-122.429599088358,37.7200904065534,2009,7,16,22,Sidewalk_in_front_of_property - Not_Offensive
183,-122.429978142015,37.7181475983677,2009,7,16,21,Sidewalk_structure - Not_Offensive
184,-122.433516043824,37.722021229299,2009,7,23,27,Building_residential - Post_Abatement_Inspection
185,-122.431584658,37.718915971,2009,7,25,73,Building_residential - Not_Offensive
186,-122.431299436397,37.720837452167,2009,7,30,67,Building_residential - Post_Abatement_Inspection
187,-122.430452584,37.724725094,2009,8,3,6,Sidewalk_in_front_of_property - Not_Offensive
188,-122.429652443,37.724343467,2009,8,3,6,Sidewalk_in_front_of_property - Not_Offensive
189,-122.430452584,37.724725094,2009,8,3,3,Pole - Not_Offensive
190,-122.430452584,37.724725094,2009,8,3,12,Pole - Not_Offensive
191,-122.429797502,37.724669076,2009,8,3,3,Pole - Not_Offensive
192,-122.429652443,37.724343467,2009,8,3,2,Sidewalk_in_front_of_property - Not_Offensive
193,-122.429723959,37.724633746,2009,8,3,9,Sidewalk_structure - Not_Offensive
194,-122.429978142015,37.7181475983677,2009,8,15,7,Sidewalk_in_front_of_property - Offensive
195,-122.430777893044,37.7185300529418,2009,8,18,6,Pole - Not_Offensive
196,-122.4311066,37.71835107,2009,8,18,6,Pole - Not_Offensive
197,-122.430465297,37.718557165,2009,8,18,6,Pole - Not_Offensive
198,-122.430124255,37.718474302,2009,8,18,6,Pole - Not_Offensive
199,-122.429606725,37.718186659,2009,8,18,6,Pole - Not_Offensive
200,-122.432250012,37.717373634,2009,8,18,6,Pole - Not_Offensive
201,-122.4311066,37.71835107,2009,8,18,6,Pole - Not_Offensive
202,-122.429978142015,37.7181475983677,2009,8,19,5,Sidewalk_in_front_of_property - Not_Offensive
203,-122.430624109,37.722075325,2009,8,21,5,Pole - Not_Offensive
204,-122.43200636,37.721237095,2009,8,21,5,Pole - Not_Offensive
205,-122.433606259599,37.7220003043685,2009,8,21,2,Sidewalk_in_front_of_property - Not_Offensive
206,-122.431204865733,37.7208554877297,2009,8,21,2,Sidewalk_in_front_of_property - Not_Offensive
207,-122.430026261039,37.7223979861424,2009,9,10,2,Pole - Not_Offensive
208,-122.432432013241,37.723549622914,2009,9,10,2,Pole - Not_Offensive
209,-122.433736072,37.723719974,2009,9,10,2,Pole - Not_Offensive
210,-122.433811929,37.722714444,2009,9,10,2,Pole - Not_Offensive
211,-122.433198371,37.718670017,2009,9,10,2,Pole - Not_Offensive
212,-122.43081096,37.719483539,2009,9,10,2,Pole - Not_Offensive
213,-122.43035793,37.720148583,2009,9,10,2,Pole - Not_Offensive
214,-122.432432013241,37.723549622914,2009,9,10,2,Pole - Not_Offensive
215,-122.431260418,37.722740644,2009,9,10,2,Pole - Not_Offensive
216,-122.431049764,37.72315147,2009,9,10,2,Pole - Not_Offensive
217,-122.431633236738,37.7231671628729,2009,9,10,2,Pole - Not_Offensive
218,-122.432432013241,37.723549622914,2009,9,10,2,Pole - Not_Offensive
219,-122.432273894,37.723546736,2009,9,10,2,Pole - Not_Offensive
220,-122.432432013241,37.723549622914,2009,9,10,2,Pole - Not_Offensive
221,-122.43286066,37.723502773,2009,9,10,2,Pole - Not_Offensive
222,-122.43322344,37.723556154,2009,9,10,2,Pole - Not_Offensive
223,-122.433654137,37.723760875,2009,9,10,2,Pole - Not_Offensive
224,-122.433489800472,37.717938108001,2009,9,10,4,Pole - Not_Offensive
225,-122.433444905191,37.717997748133,2009,9,10,4,Pole - Not_Offensive
226,-122.4332418,37.718611344,2009,9,10,4,Pole - Not_Offensive
227,-122.43126842,37.719787819,2009,9,10,4,Pole - Not_Offensive
228,-122.430164028,37.720139125,2009,9,10,4,Pole - Not_Offensive
229,-122.430280815,37.722705332,2009,9,10,2,Signal_box - Not_Offensive
230,-122.433555359428,37.7177439167919,2009,9,10,3,Sidewalk_in_front_of_property - Not_Offensive
231,-122.431701085,37.723462459,2009,9,10,5,Sidewalk_structure - Not_Offensive
232,-122.433435158,37.724648986,2009,9,15,5,Pole - Not_Offensive
233,-122.433301412,37.724825338,2009,9,15,3,Pole - Not_Offensive
234,-122.433523751,37.724531611,2009,9,15,3,Pole - Not_Offensive
235,-122.430446192,37.724345845,2009,9,18,16,Pole - Not_Offensive
236,-122.431181156,37.724215406,2009,9,18,16,Pole - Not_Offensive
237,-122.432670746,37.722250533,2009,9,18,16,Pole - Not_Offensive
238,-122.432853604,37.721103704,2009,9,18,172,Pole - Not_Offensive
239,-122.43360856,37.721543737,2009,9,18,16,Pole - Not_Offensive
240,-122.433604622,37.722455788,2009,9,18,16,Pole - Not_Offensive
241,-122.433011794,37.72233284,2009,9,18,16,Pole - Offensive
242,-122.432863672,37.723884549,2009,9,18,16,Pole - Offensive
243,-122.432430995,37.724002624,2009,9,18,12,Pole - Offensive
244,-122.431568670187,37.724583559879,2009,9,18,12,Pole - Offensive
245,-122.431596749562,37.724759637387,2009,9,18,16,Pole - Offensive
246,-122.433231497,37.723932354,2009,9,18,5,Pole - Not_Offensive
247,-122.433376648,37.724260979,2009,9,18,5,Pole - Not_Offensive
248,-122.433736087,37.723919951,2009,9,18,5,Pole - Not_Offensive
249,-122.432432013241,37.723549622914,2009,9,18,5,Pole - Not_Offensive
250,-122.430366604,37.722746229,2009,9,18,5,Pole - Not_Offensive
251,-122.42971464,37.723275809,2009,9,18,7,Pole - Not_Offensive
252,-122.430736466,37.724603422,2009,9,18,7,Pole - Not_Offensive
253,-122.430755518,37.723872422,2009,9,18,7,Pole - Not_Offensive
254,-122.432048971042,37.724162314574,2009,9,18,5,Pole - Not_Offensive
255,-122.431078159,37.723445752,2009,9,18,7,Pole - Not_Offensive
256,-122.431586405,37.72277568,2009,9,18,13,Pole - Not_Offensive
257,-122.432806132432,37.7216186986126,2009,9,18,13,Pole - Not_Offensive
258,-122.433511343012,37.720794482135,2009,9,18,6,Pole - Not_Offensive
259,-122.433670414,37.720930426,2009,9,18,6,Pole - Not_Offensive
260,-122.43349519692,37.72225337234,2009,9,18,4,Pole - Not_Offensive
261,-122.433337137,37.722808492,2009,9,18,4,Pole - Not_Offensive
262,-122.432744313,37.722685816,2009,9,18,4,Pole - Not_Offensive
263,-122.432432013241,37.723549622914,2009,9,18,5,Pole - Not_Offensive
264,-122.432817223,37.723361743,2009,9,18,4,Pole - Not_Offensive
265,-122.43286066,37.723502773,2009,9,18,5,Pole - Not_Offensive
266,-122.432509612,37.723767569,2009,9,18,4,Pole - Not_Offensive
267,-122.432273894,37.723546736,2009,9,18,4,Pole - Not_Offensive
268,-122.432160199,37.724361422,2009,9,18,4,Pole - Not_Offensive
269,-122.432843959,37.723990905,2009,9,18,13,Pole - Not_Offensive
270,-122.432432013241,37.723549622914,2009,9,18,5,Pole - Not_Offensive
271,-122.430452584,37.724725094,2009,9,18,5,Sidewalk_in_front_of_property - Not_Offensive
272,-122.432432013241,37.723549622914,2009,9,18,5,Signal_box - Not_Offensive
273,-122.430280815,37.722705332,2009,9,18,5,Signal_box - Not_Offensive
274,-122.432203632,37.724302749,2009,9,18,12,Sidewalk_in_front_of_property - Not_Offensive
275,-122.432579805,37.723873549,2009,9,18,61,Sidewalk_in_front_of_property - Post_Abatement_Inspection
276,-122.433599008,37.724366932,2009,9,18,11,Sidewalk_in_front_of_property - Not_Offensive
277,-122.432942472,37.723922538,2009,9,18,11,Building_other - Not_Offensive
278,-122.431701085,37.723462459,2009,9,18,558,Sidewalk_in_front_of_property - Not_Offensive
279,-122.433100058,37.723997965,2009,9,18,93,Building_residential - Not_Offensive
280,-122.433301383,37.724225954,2009,9,18,1,Other_enter_additional_details_below - Offensive
281,-122.433301383,37.724225954,2009,9,18,7,Sidewalk_structure - Not_Offensive
282,-122.430026261039,37.7223979861424,2009,9,18,5,Sidewalk_in_front_of_property - Not_Offensive
283,-122.429775625,37.717433152,2009,9,29,25,Pole - Not_Offensive
284,-122.430116815,37.724779766,2009,10,1,48,Building_residential - Not_Offensive
285,-122.430621781,37.724049319,2009,10,2,2,Pole - Not_Offensive
286,-122.431633236738,37.7231671628729,2009,10,2,2,Pole - Not_Offensive
287,-122.43349519692,37.72225337234,2009,10,2,5,Pole - Not_Offensive
288,-122.430688642,37.723960596,2009,10,2,2,Pole - Not_Offensive
289,-122.433337137,37.722808492,2009,10,2,5,Pole - Not_Offensive
290,-122.430156959,37.72432806,2009,10,2,5,Pole - Not_Offensive
291,-122.430061696,37.724321929,2009,10,2,6,Building_residential - Not_Offensive
292,-122.431960323,37.718800757,2009,10,7,7,Pole - Not_Offensive
293,-122.43035793,37.720148583,2009,10,7,7,Pole - Not_Offensive
294,-122.430075342,37.720452631,2009,10,7,7,Pole - Not_Offensive
295,-122.429896441,37.720687954,2009,10,7,24,Pole - Not_Offensive
296,-122.429540371,37.721158845,2009,10,7,24,Pole - Not_Offensive
297,-122.431939141,37.717985809,2009,10,7,24,Pole - Not_Offensive
298,-122.431584658,37.718915971,2009,10,7,27,Pole - Not_Offensive
299,-122.431584658,37.718915971,2009,10,7,27,Pole - Not_Offensive
300,-122.430500048,37.719895183,2009,10,7,7,Pole - Not_Offensive
301,-122.429941594,37.720628979,2009,10,7,24,Pole - Not_Offensive
302,-122.429628951,37.721040923,2009,10,7,24,Pole - Not_Offensive
303,-122.429601636,37.72198687,2009,10,7,24,Pole - Not_Offensive
304,-122.433080151,37.71738199,2009,10,7,3,Building_residential - Not_Offensive
305,-122.429652443,37.724343467,2009,10,7,3,Sidewalk_in_front_of_property - Not_Offensive
306,-122.429652443,37.724343467,2009,10,7,3,Sidewalk_in_front_of_property - Not_Offensive
307,-122.433555359428,37.7177439167919,2009,10,7,37,Sidewalk_in_front_of_property - Not_Offensive
308,-122.433376648,37.724260979,2009,10,10,19,Pole - Not_Offensive
309,-122.430069753,37.717573921,2009,10,10,6,Pole - Not_Offensive
310,-122.429978142015,37.7181475983677,2009,10,10,21,Pole - Not_Offensive
311,-122.43177462,37.723497513,2009,10,10,19,Pole - Not_Offensive
312,-122.43286066,37.723502773,2009,10,11,18,Pole - Not_Offensive
313,-122.431047412,37.724392029,2009,10,11,59,Building_other - Not_Offensive
314,-122.432106609359,37.723329769895,2009,10,15,34,Building_residential - Post_Abatement_Inspection
315,-122.429723959,37.724633746,2009,10,20,2,Sidewalk_in_front_of_property - Not_Offensive
316,-122.429561565,37.71824536,2009,10,20,2,Sidewalk_in_front_of_property - Not_Offensive
317,-122.429978142015,37.7181475983677,2009,10,21,10,Street - Not_Offensive
318,-122.430164028,37.720139125,2009,10,29,11,Building_residential - Not_Offensive
319,-122.430189448,37.723182051,2009,10,29,52,Building_residential - Not_Offensive
320,-122.429936982,37.722981814,2009,10,29,17,Pole - Not_Offensive
321,-122.43049036,37.722251674,2009,10,29,17,Pole - Not_Offensive
322,-122.431735176,37.722046398,2009,10,29,3,Pole - Not_Offensive
323,-122.431512851,37.72234067,2009,10,29,3,Pole - Not_Offensive
324,-122.430874845,37.722275589,2009,10,29,3,Pole - Not_Offensive
325,-122.430825697,37.723245792,2009,10,29,3,Pole - Not_Offensive
326,-122.430290699,37.72395146,2009,10,29,3,Pole - Not_Offensive
327,-122.429652443,37.724343467,2009,10,29,4,Pole - Not_Offensive
328,-122.430855828,37.723740023,2009,10,29,17,Pole - Not_Offensive
329,-122.433736087,37.723919951,2009,10,29,10,Pole - Not_Offensive
330,-122.432683179006,37.720236506378,2009,10,30,2,Pole - Not_Offensive
331,-122.4322758395,37.720774016168,2009,10,30,2,Pole - Not_Offensive
332,-122.432555993,37.720962724,2009,10,30,2,Pole - Not_Offensive
333,-122.43200636,37.721237095,2009,10,30,2,Pole - Not_Offensive
334,-122.430164028,37.720139125,2009,10,30,2,Pole - Not_Offensive
335,-122.432047812,37.721634448,2009,10,30,2,Pole - Not_Offensive
336,-122.431142333,37.721922616,2009,10,30,2,Pole - Not_Offensive
337,-122.431201871,37.722616893,2009,10,30,2,Pole - Not_Offensive
338,-122.430782263,37.723304464,2009,10,30,2,Pole - Not_Offensive
339,-122.430232867,37.723122829,2009,10,30,2,Pole - Not_Offensive
340,-122.430514769,37.723657436,2009,10,30,2,Pole - Not_Offensive
341,-122.430076752,37.724169227,2009,10,30,2,Pole - Not_Offensive
342,-122.430688642,37.723960596,2009,10,30,16,Pole - Not_Offensive
343,-122.431627553,37.723627108,2009,10,30,16,Pole - Offensive
344,-122.433654137,37.723760875,2009,10,30,2,Pole - Not_Offensive
345,-122.433736087,37.723919951,2009,10,30,1,Pole - Not_Offensive
346,-122.432768981,37.719777766,2009,10,30,2,Pole - Not_Offensive
347,-122.432722159,37.719838968,2009,10,30,2,Pole - Not_Offensive
348,-122.43254159,37.720076245,2009,10,30,2,Pole - Not_Offensive
349,-122.432592659637,37.720355953139,2009,10,30,2,Pole - Not_Offensive
350,-122.432734886,37.720727397,2009,10,30,5,Pole - Not_Offensive
351,-122.43200636,37.721237095,2009,10,30,2,Pole - Not_Offensive
352,-122.430870519,37.720910976,2009,10,30,2,Pole - Not_Offensive
353,-122.430499359,37.720734112,2009,10,30,2,Pole - Not_Offensive
354,-122.430267666,37.720268181,2009,10,30,4,Pole - Not_Offensive
355,-122.429775967,37.720310025,2009,10,30,16,Pole - Not_Offensive
356,-122.431512851,37.72234067,2009,10,30,2,Sidewalk_in_front_of_property - Not_Offensive
357,-122.430232867,37.723122829,2009,10,30,9,Sidewalk_structure - Not_Offensive
358,-122.431113929,37.721428357,2009,10,30,5,Sidewalk_structure - Not_Offensive
359,-122.429978142015,37.7181475983677,2009,11,3,32,Pole - Offensive
360,-122.433791426,37.723986618,2009,11,4,5,Pole - Not_Offensive
361,-122.433231497,37.723932354,2009,11,4,5,Pole - Not_Offensive
362,-122.430514769,37.723657436,2009,11,4,12,Pole - Not_Offensive
363,-122.430514769,37.723657436,2009,11,4,12,Pole - Not_Offensive
