id,lat,lng,YO,MO,DO,TIME,DETAIL
40,-122.449966621426,37.768773046172,2008,11,16,107,Building_residential - Not_Offensive
41,-122.450291575,37.765981907,2008,11,20,1,Building_residential - Post_Abatement_Inspection
42,-122.449490492169,37.769737209607,2008,11,24,9,Parking_meter - Offensive
43,-122.448518490465,37.769749898201,2008,12,6,11,News_rack - Not_Offensive
44,-122.448050335,37.769583394,2008,12,6,79,Building_other - Not_Offensive
45,-122.44693369284,37.7700075522105,2008,12,7,4,Building_commercial - Not_Offensive
46,-122.44693369284,37.7700075522105,2008,12,7,6,Pole - Not_Offensive
47,-122.448578838049,37.7697979719542,2008,12,8,3,Building_residential - Not_Offensive
48,-122.447625284749,37.769975055989,2008,12,11,51,Building_residential - Not_Offensive
49,-122.447877741596,37.769942865048,2008,12,11,61,Building_residential - Not_Offensive
50,-122.447413994103,37.769890735566,2008,12,11,51,Building_other - Not_Offensive
51,-122.448050335,37.769583394,2008,12,11,74,Building_other - Not_Offensive
52,-122.44693369284,37.7700075522105,2008,12,11,95,Pole - Not_Offensive
53,-122.44693369284,37.7700075522105,2008,12,12,37,Pole - Not_Offensive
54,-122.448578838049,37.7697979719542,2008,12,12,2,Pole - Not_Offensive
55,-122.448050335,37.769583394,2008,12,12,6,Sidewalk_in_front_of_property - Not_Offensive
56,-122.447268997,37.769742991,2008,12,12,51,Building_residential - Not_Offensive
57,-122.447372827648,37.77000724639,2008,12,12,77,City_receptacle - Not_Offensive
58,-122.44693369284,37.7700075522105,2008,12,15,2,Pole - Not_Offensive
59,-122.450179977491,37.769750591506,2008,12,16,174,Building_residential - Not_Offensive
60,-122.450360182884,37.767444841277,2008,12,16,7,Pole - Not_Offensive
61,-122.45024274615,37.769641275528,2008,12,17,3,Pole - Not_Offensive
62,-122.44693369284,37.7700075522105,2008,12,19,9,Building_commercial - Not_Offensive
63,-122.450179531,37.769358649,2008,12,22,19,Building_commercial - Not_Offensive
64,-122.44693369284,37.7700075522105,2008,12,22,6,Building_commercial - Not_Offensive
65,-122.450091114576,37.769549351064,2008,12,23,21,Building_commercial - Not_Offensive
66,-122.448173357,37.769656078,2008,12,23,3,Pay_phone - Not_Offensive
67,-122.447541162,37.769630814,2008,12,23,29,Parking_meter - Not_Offensive
68,-122.447413994103,37.769890735566,2008,12,23,29,Parking_meter - Not_Offensive
69,-122.447268997,37.769742991,2008,12,23,40,Building_commercial - Not_Offensive
70,-122.447115527,37.769762831,2008,12,23,29,Parking_meter - Not_Offensive
71,-122.447115527,37.769762831,2008,12,23,29,Parking_meter - Not_Offensive
72,-122.447625284749,37.769975055989,2008,12,23,29,Building_commercial - Not_Offensive
73,-122.448918528,37.769964602,2008,12,23,29,Parking_meter - Not_Offensive
74,-122.449762869932,37.769702474213,2008,12,23,21,Building_commercial - Not_Offensive
75,-122.450757373,37.768434357,2008,12,24,8,News_rack - Not_Offensive
76,-122.449769553181,37.7648664829087,2008,12,26,2,Mail_box - Offensive
77,-122.448578838049,37.7697979719542,2008,12,26,59,Building_commercial - Not_Offensive
78,-122.450521724062,37.7685926218108,2008,12,27,1,City_receptacle - Not_Offensive
79,-122.448578838049,37.7697979719542,2008,12,28,3,News_rack - Not_Offensive
80,-122.447709074,37.769237975,2008,12,28,70,Building_residential - Offensive
81,-122.449645241672,37.769661945846,2008,12,28,1,Building_other - Offensive
82,-122.449645241672,37.769661945846,2008,12,28,3,Building_commercial - Offensive
83,-122.450042250095,37.769555582804,2008,12,29,1,Building_residential - Not_Offensive
84,-122.450145787713,37.7667290012527,2008,12,31,8,Pole - Offensive
85,-122.448725125545,37.769723548533,2009,1,2,63,Building_commercial - Not_Offensive
86,-122.448140328,37.766879471,2009,1,3,6,Pole - Offensive
87,-122.449201616,37.770004971,2009,1,5,10,Building_residential - Not_Offensive
88,-122.44781393,37.769607628,2009,1,6,3,Building_commercial - Not_Offensive
89,-122.447951899,37.769590515,2009,1,6,73,Building_commercial - Not_Offensive
90,-122.448050335,37.769583394,2009,1,6,44,Building_commercial - Not_Offensive
91,-122.448173357,37.769656078,2009,1,6,3,Building_commercial - Not_Offensive
92,-122.448518490465,37.769749898201,2009,1,6,16,Building_commercial - Not_Offensive
93,-122.447115527,37.769762831,2009,1,7,56,Building_other - Post_Abatement_Inspection
94,-122.450716634947,37.76575890782,2009,1,9,7,Pole - Offensive
95,-122.450145787713,37.7667290012527,2009,1,10,6,City_receptacle - Offensive
96,-122.44693369284,37.7700075522105,2009,1,10,6,Signal_box - Not_Offensive
97,-122.449645241672,37.769661945846,2009,1,11,7,Mail_box - Not_Offensive
98,-122.45024274615,37.769641275528,2009,1,11,6,Building_commercial - Not_Offensive
99,-122.449612493897,37.76589972784,2009,1,11,2,Pole - Offensive
100,-122.447823646702,37.7660721474589,2009,1,11,2,Pole - Offensive
101,-122.447823646702,37.7660721474589,2009,1,11,114,Building_residential - Offensive
102,-122.449201616,37.770004971,2009,1,12,3,Building_commercial - Post_Abatement_Inspection
103,-122.449283487,37.764817399,2009,1,14,44,Pole - Offensive
104,-122.449769553181,37.7648664829087,2009,1,14,44,Pole - Offensive
105,-122.450670863,37.764481295,2009,1,14,4,Pole - Offensive
106,-122.448013206611,37.7670065445098,2009,1,18,5,Pole - Offensive
107,-122.448578838049,37.7697979719542,2009,1,19,16,News_rack - Not_Offensive
108,-122.44693369284,37.7700075522105,2009,1,19,16,News_rack - Not_Offensive
109,-122.449201616,37.770004971,2009,1,21,1,Building_other - Post_Abatement_Inspection
110,-122.450710257811,37.769525932985,2009,1,22,57,Building_residential - Not_Offensive
111,-122.448578838049,37.7697979719542,2009,1,22,1,Building_residential - Offensive
112,-122.44693369284,37.7700075522105,2009,1,22,13,News_rack - Offensive
113,-122.447401377,37.769644661,2009,1,22,5,Building_residential - Offensive
114,-122.450042250095,37.769555582804,2009,1,25,2,Building_commercial - Not_Offensive
115,-122.450733869612,37.769467376906,2009,1,25,130,Building_commercial - Not_Offensive
116,-122.450390815,37.769366141,2009,1,26,9,Building_commercial - Offensive
117,-122.448910367,37.769521656,2009,1,29,13,Building_commercial - Not_Offensive
118,-122.449769553181,37.7648664829087,2009,1,29,2,Pole - Offensive
119,-122.451213171638,37.7646824473619,2009,1,29,2,Pole - Offensive
120,-122.449515004423,37.769368616761,2009,1,30,5,Pole - Offensive
121,-122.449515004423,37.769368616761,2009,1,30,5,Other_enter_additional_details_below - Offensive
122,-122.449354315,37.769428336,2009,1,30,10,Parking_meter - Offensive
123,-122.449645241672,37.769661945846,2009,1,30,33,Building_other - Offensive
124,-122.450926206,37.769263061,2009,2,1,2,City_receptacle - Not_Offensive
125,-122.450145787713,37.7667290012527,2009,2,6,7,City_receptacle - Offensive
126,-122.447823646702,37.7660721474589,2009,2,10,32,Other_enter_additional_details_below - Offensive
127,-122.449612493897,37.76589972784,2009,2,10,3,Pole - Offensive
128,-122.447184815,37.762967688,2009,2,13,9,Pole - Offensive
129,-122.44693369284,37.7700075522105,2009,2,14,1,Building_residential - Not_Offensive
130,-122.447783070321,37.769954936721,2009,2,14,70,Building_commercial - Not_Offensive
131,-122.449645241672,37.769661945846,2009,2,14,5,Mail_box - Not_Offensive
132,-122.448050335,37.769583394,2009,2,14,69,Building_commercial - Not_Offensive
133,-122.449769553181,37.7648664829087,2009,2,15,13,Pole - Offensive
134,-122.448910920315,37.768742517071,2009,2,19,128,Building_commercial - Not_Offensive
135,-122.448578838049,37.7697979719542,2009,2,19,187,Building_commercial - Not_Offensive
136,-122.447951899,37.769590515,2009,2,19,106,Building_residential - Not_Offensive
137,-122.449769553181,37.7648664829087,2009,2,19,8,Pole - Offensive
138,-122.446891057,37.763311238,2009,2,19,13,Pole - Offensive
139,-122.450213801,37.768489226,2009,2,20,8,Signal_box - Not_Offensive
140,-122.450757373,37.768434357,2009,2,20,16,News_rack - Not_Offensive
141,-122.450265782,37.768755643,2009,2,20,8,Street - Not_Offensive
142,-122.450265782,37.768755643,2009,2,20,105,Pole - Not_Offensive
143,-122.449523904136,37.769732948741,2009,2,21,104,Building_residential - Not_Offensive
144,-122.449652885,37.768938014,2009,2,23,5,Building_residential - Not_Offensive
145,-122.449622564303,37.768763026362,2009,2,23,10,Building_residential - Not_Offensive
146,-122.450908401233,37.769610279038,2009,2,23,26,Building_commercial - Not_Offensive
147,-122.448050335,37.769583394,2009,2,23,60,Building_commercial - Not_Offensive
148,-122.448389638603,37.7688646688509,2009,2,24,34,Building_other - Not_Offensive
149,-122.44693369284,37.7700075522105,2009,2,24,133,Other_enter_additional_details_below - Offensive
150,-122.45061813546,37.769417198,2009,2,25,9,Parking_meter - Not_Offensive
151,-122.45110314,37.768753322,2009,2,25,171,Building_residential - Not_Offensive
152,-122.451032536925,37.768471943362,2009,2,25,16,Building_residential - Not_Offensive
153,-122.448150632,37.769053501,2009,2,25,3,Pole - Not_Offensive
154,-122.447624582,37.769248985,2009,2,25,3,Pole - Not_Offensive
155,-122.447743848813,37.769002600762,2009,2,25,3,Pole - Not_Offensive
156,-122.450302566,37.769168173,2009,2,25,31,Building_residential - Not_Offensive
157,-122.45033023,37.765081919,2009,2,25,14,Pole - Offensive
158,-122.44861968709,37.769653700218,2009,2,26,69,Building_residential - Not_Offensive
159,-122.448808655548,37.769712896879,2009,2,26,180,Building_commercial - Not_Offensive
160,-122.448808655548,37.769712896879,2009,2,26,180,Street - Not_Offensive
161,-122.449652885,37.768938014,2009,2,27,1,Building_residential - Post_Abatement_Inspection
162,-122.447413994103,37.769890735566,2009,2,27,98,Building_commercial - Not_Offensive
163,-122.449913388,37.766272747,2009,3,2,3,Sidewalk_structure - Offensive
164,-122.449769553181,37.7648664829087,2009,3,2,10,Other_enter_additional_details_below - Offensive
165,-122.449769553181,37.7648664829087,2009,3,2,2,Other_enter_additional_details_below - Offensive
166,-122.449958075232,37.765800070469,2009,3,2,3,Other_enter_additional_details_below - Offensive
167,-122.449958075232,37.765800070469,2009,3,2,3,Other_enter_additional_details_below - Offensive
168,-122.449958075232,37.765800070469,2009,3,2,3,Pole - Offensive
169,-122.449958075232,37.765800070469,2009,3,2,3,Other_enter_additional_details_below - Offensive
170,-122.448578838049,37.7697979719542,2009,3,2,13,News_rack - Not_Offensive
171,-122.448578838049,37.7697979719542,2009,3,3,12,News_rack - Not_Offensive
172,-122.449156372366,37.769779817829,2009,3,3,3,Parking_meter - Not_Offensive
173,-122.450908401233,37.769610279038,2009,3,4,15,Building_commercial - Post_Abatement_Inspection
174,-122.447823646702,37.7660721474589,2009,3,5,21,Building_residential - Not_Offensive
175,-122.450757373,37.768434357,2009,3,5,3,News_rack - Not_Offensive
176,-122.450521724062,37.7685926218108,2009,3,5,15,City_receptacle - Not_Offensive
177,-122.447551438996,37.765074029345,2009,3,6,26,Building_commercial - Not_Offensive
178,-122.450213801,37.768489226,2009,3,8,2,City_receptacle - Not_Offensive
179,-122.448518490465,37.769749898201,2009,3,10,5,News_rack - Not_Offensive
180,-122.448483055811,37.769671148906,2009,3,10,8,Parking_meter - Not_Offensive
181,-122.450145787713,37.7667290012527,2009,3,16,14,Pole - Offensive
182,-122.449883532,37.769221804,2009,3,16,14,Mail_box - Not_Offensive
183,-122.448637828431,37.769743213184,2009,3,16,5,News_rack - Not_Offensive
184,-122.448483055811,37.769671148906,2009,3,16,5,News_rack - Not_Offensive
185,-122.449433076,37.763199724,2009,3,18,3,Pole - Offensive
186,-122.448518490465,37.769749898201,2009,3,20,34,Building_commercial - Not_Offensive
187,-122.447541162,37.769630814,2009,3,20,6,Parking_meter - Not_Offensive
188,-122.448578838049,37.7697979719542,2009,3,20,109,Building_commercial - Not_Offensive
189,-122.447541162,37.769630814,2009,3,20,114,Building_commercial - Not_Offensive
190,-122.448578838049,37.7697979719542,2009,3,20,8,Building_commercial - Not_Offensive
191,-122.447268997,37.769742991,2009,3,20,114,Building_residential - Not_Offensive
192,-122.44693369284,37.7700075522105,2009,3,20,13,News_rack - Not_Offensive
193,-122.44693369284,37.7700075522105,2009,3,20,13,News_rack - Not_Offensive
194,-122.449645241672,37.769661945846,2009,3,20,35,Building_residential - Not_Offensive
195,-122.449645241672,37.769661945846,2009,3,20,8,Building_commercial - Not_Offensive
196,-122.449645241672,37.769661945846,2009,3,20,6,Parking_meter - Not_Offensive
197,-122.449846792054,37.769580509533,2009,3,20,18,Building_residential - Not_Offensive
198,-122.450710257811,37.769525932985,2009,3,20,6,Parking_meter - Not_Offensive
199,-122.450390815,37.769366141,2009,3,20,8,Building_commercial - Not_Offensive
200,-122.448173357,37.769656078,2009,3,20,6,Pay_phone - Not_Offensive
201,-122.450302566,37.769168173,2009,3,24,2,Building_residential - Post_Abatement_Inspection
202,-122.44970855,37.768553896,2009,3,26,3,Pole - Not_Offensive
203,-122.450757373,37.768434357,2009,3,26,8,News_rack - Not_Offensive
204,-122.448910920315,37.768742517071,2009,3,26,91,Building_other - Post_Abatement_Inspection
205,-122.449290020361,37.769762774659,2009,3,27,19,Building_residential - Not_Offensive
206,-122.449453961037,37.7687289533291,2009,3,28,2,Pole - Not_Offensive
207,-122.449296193626,37.7625193610325,2009,3,31,9,Pole - Offensive
208,-122.449433076,37.763199724,2009,3,31,9,Pole - Offensive
209,-122.449433076,37.763199724,2009,3,31,9,Pole - Offensive
210,-122.449600102112,37.7640265248589,2009,3,31,9,Pole - Offensive
211,-122.450010067,37.768769213,2009,4,2,9,Building_residential - Not_Offensive
212,-122.44693369284,37.7700075522105,2009,4,2,103,Building_commercial - Not_Offensive
213,-122.448578838049,37.7697979719542,2009,4,3,6,City_receptacle - Not_Offensive
214,-122.449762869932,37.769702474213,2009,4,3,57,Building_commercial - Not_Offensive
215,-122.450179531,37.769358649,2009,4,4,12,Building_residential - Not_Offensive
216,-122.450042250095,37.769555582804,2009,4,6,10,Building_residential - Not_Offensive
217,-122.448013206611,37.7670065445098,2009,4,8,10,Pole - Not_Offensive
218,-122.450710257811,37.769525932985,2009,4,8,10,News_rack - Not_Offensive
219,-122.45024274615,37.769641275528,2009,4,8,42,Building_commercial - Not_Offensive
220,-122.448031289674,37.766750310727,2009,4,9,179,Building_residential - Not_Offensive
221,-122.448173357,37.769656078,2009,4,10,40,Building_commercial - Not_Offensive
222,-122.448518490465,37.769749898201,2009,4,10,40,Building_commercial - Not_Offensive
223,-122.448724420823,37.768877561906,2009,4,10,3,Pole - Not_Offensive
224,-122.448168681,37.769147972,2009,4,10,3,Sidewalk_structure - Not_Offensive
225,-122.450757373,37.768434357,2009,4,10,8,News_rack - Not_Offensive
226,-122.448050335,37.769583394,2009,4,11,12,Building_other - Not_Offensive
227,-122.451213171638,37.7646824473619,2009,4,11,2,Pole - Not_Offensive
228,-122.447115527,37.769762831,2009,4,11,16,Building_commercial - Not_Offensive
229,-122.448910367,37.769521656,2009,4,11,16,Building_commercial - Not_Offensive
230,-122.450397556357,37.768324375655,2009,4,12,2,Street - Not_Offensive
231,-122.450213801,37.768489226,2009,4,12,32,Signal_box - Not_Offensive
232,-122.44997696,37.766585395,2009,4,12,4,Pole - Not_Offensive
233,-122.450341212,37.766225014,2009,4,12,4,Pole - Not_Offensive
234,-122.450037315,37.764666484,2009,4,12,4,Pole - Not_Offensive
235,-122.449693855,37.766016518,2009,4,12,4,Mail_box - Not_Offensive
236,-122.449693855,37.766016518,2009,4,12,6,News_rack - Not_Offensive
237,-122.448955509,37.767879066,2009,4,12,6,Pole - Not_Offensive
238,-122.449974737631,37.764895923428,2009,4,13,7,Building_residential - Offensive
239,-122.448491810153,37.765085042583,2009,4,13,32,Pole - Offensive
240,-122.449283487,37.764817399,2009,4,13,2,Pole - Offensive
241,-122.449769553181,37.7648664829087,2009,4,13,3,Sidewalk_structure - Offensive
242,-122.449769553181,37.7648664829087,2009,4,13,3,Sidewalk_structure - Offensive
243,-122.449769553181,37.7648664829087,2009,4,13,3,Sidewalk_structure - Offensive
244,-122.449769553181,37.7648664829087,2009,4,13,2,Pole - Offensive
245,-122.45033023,37.765081919,2009,4,13,3,Pole - Offensive
246,-122.450307449,37.768958776,2009,4,14,10,Building_residential - Post_Abatement_Inspection
247,-122.448389638603,37.7688646688509,2009,4,14,32,Sidewalk_structure - Not_Offensive
248,-122.448013206611,37.7670065445098,2009,4,16,11,Pole - Not_Offensive
249,-122.447413994103,37.769890735566,2009,4,16,49,Building_commercial - Not_Offensive
250,-122.450213801,37.768489226,2009,4,16,10,Signal_box - Not_Offensive
251,-122.44693369284,37.7700075522105,2009,4,16,6,News_rack - Not_Offensive
252,-122.448389638603,37.7688646688509,2009,4,17,29,Fire_hydrant - Offensive
253,-122.450710257811,37.769525932985,2009,4,17,5,News_rack - Not_Offensive
254,-122.450710257811,37.769525932985,2009,4,18,3,Pole - Not_Offensive
255,-122.449490492169,37.769737209607,2009,4,18,46,Building_commercial - Not_Offensive
256,-122.450710257811,37.769525932985,2009,4,19,4,City_receptacle - Not_Offensive
257,-122.449846792054,37.769580509533,2009,4,19,4,Parking_meter - Not_Offensive
258,-122.448013206611,37.7670065445098,2009,4,20,7,Other_enter_additional_details_below - Offensive
259,-122.44765105,37.768344806,2009,4,21,4,Sidewalk_structure - Offensive
260,-122.446896842,37.767624658,2009,4,21,167,Building_commercial - Not_Offensive
261,-122.447637018,37.766621885,2009,4,21,4,Signal_box - Not_Offensive
262,-122.449206643617,37.76786273799,2009,4,23,37,Sidewalk_structure - Not_Offensive
263,-122.450757373,37.768434357,2009,4,24,2,News_rack - Not_Offensive
264,-122.450213801,37.768489226,2009,4,24,235,Signal_box - Not_Offensive
265,-122.448389638603,37.7688646688509,2009,4,24,17,Fire_hydrant - Offensive
266,-122.448389638603,37.7688646688509,2009,4,24,16,Fire_hydrant - Offensive
267,-122.44693369284,37.7700075522105,2009,4,24,36,Pay_phone - Not_Offensive
268,-122.448173357,37.769656078,2009,4,25,127,Pay_phone - Not_Offensive
269,-122.44693369284,37.7700075522105,2009,4,25,2,Signal_box - Not_Offensive
270,-122.448389638603,37.7688646688509,2009,4,26,20,Sidewalk_structure - Not_Offensive
271,-122.447372827648,37.77000724639,2009,4,26,6,Building_commercial - Not_Offensive
272,-122.450710257811,37.769525932985,2009,4,28,124,News_rack - Not_Offensive
273,-122.44693369284,37.7700075522105,2009,5,1,141,Pole - Offensive
274,-122.450710257811,37.769525932985,2009,5,1,9,City_receptacle - Not_Offensive
275,-122.447541162,37.769630814,2009,5,2,72,Building_commercial - Not_Offensive
276,-122.44693369284,37.7700075522105,2009,5,2,2,Pole - Not_Offensive
277,-122.44693369284,37.7700075522105,2009,5,2,4,Signal_box - Not_Offensive
278,-122.450213801,37.768489226,2009,5,3,27,Signal_box - Not_Offensive
279,-122.450397556357,37.768324375655,2009,5,3,11,Street - Not_Offensive
280,-122.449631018,37.769950622,2009,5,4,6,City_receptacle - Not_Offensive
281,-122.44693369284,37.7700075522105,2009,5,4,6,City_receptacle - Not_Offensive
282,-122.446968169,37.767969594,2009,5,5,26,Pole - Offensive
283,-122.447619315,37.766540593,2009,5,5,6,Sidewalk_structure - Not_Offensive
284,-122.448554287485,37.76688240325,2009,5,6,2,Pole - Offensive
285,-122.450145787713,37.7667290012527,2009,5,6,27,City_receptacle - Offensive
286,-122.44693369284,37.7700075522105,2009,5,6,4,Sidewalk_structure - Offensive
287,-122.44693369284,37.7700075522105,2009,5,6,4,Sidewalk_structure - Offensive
288,-122.447115527,37.769762831,2009,5,7,9,Building_commercial - Not_Offensive
289,-122.44693369284,37.7700075522105,2009,5,7,23,City_receptacle - Not_Offensive
290,-122.448535171,37.765310486,2009,5,8,6,Pole - Offensive
291,-122.451042321197,37.7638425142608,2009,5,8,5,Pole - Offensive
292,-122.450874595,37.763016002,2009,5,8,302,Pole - Offensive
293,-122.44693369284,37.7700075522105,2009,5,10,20,Sidewalk_structure - Offensive
294,-122.449645241672,37.769661945846,2009,5,11,19,Pole - Not_Offensive
295,-122.449645241672,37.769661945846,2009,5,11,19,City_receptacle - Not_Offensive
296,-122.451213171638,37.7646824473619,2009,5,14,25,Pole - Offensive
297,-122.450521724062,37.7685926218108,2009,5,14,16,News_rack - Offensive
298,-122.449966621426,37.768773046172,2009,5,16,68,Building_residential - Not_Offensive
299,-122.450145787713,37.7667290012527,2009,5,19,11,City_receptacle - Offensive
300,-122.449883532,37.769221804,2009,5,20,16,News_rack - Not_Offensive
301,-122.449883532,37.769221804,2009,5,20,16,News_rack - Not_Offensive
302,-122.450509817,37.766452417,2009,5,22,13,Sidewalk_structure - Not_Offensive
303,-122.449848206,37.766557858,2009,5,22,13,Signal_box - Not_Offensive
304,-122.449769553181,37.7648664829087,2009,5,22,13,Pole - Offensive
305,-122.450509817,37.766452417,2009,5,22,8,Sidewalk_structure - Offensive
306,-122.450145787713,37.7667290012527,2009,5,22,13,Fire_call_box - Offensive
307,-122.450733869612,37.769467376906,2009,5,22,8,City_receptacle - Not_Offensive
308,-122.449011065,37.768150094,2009,5,22,16,Sidewalk_structure - Not_Offensive
309,-122.450145787713,37.7667290012527,2009,5,23,7,City_receptacle - Offensive
310,-122.44693369284,37.7700075522105,2009,5,23,1,City_receptacle - Not_Offensive
311,-122.44693369284,37.7700075522105,2009,5,23,7,Pole - Not_Offensive
312,-122.450213801,37.768489226,2009,5,25,5,Signal_box - Not_Offensive
313,-122.449769553181,37.7648664829087,2009,5,29,6,Pole - Offensive
314,-122.451213171638,37.7646824473619,2009,5,29,9,Sidewalk_structure - Offensive
315,-122.451213171638,37.7646824473619,2009,5,29,9,Pole - Offensive
316,-122.449433076,37.763199724,2009,5,29,129,Sidewalk_structure - Offensive
317,-122.449848206,37.766557858,2009,5,30,5,Signal_box - Not_Offensive
318,-122.449645241672,37.769661945846,2009,5,30,6,News_rack - Not_Offensive
319,-122.449748017926,37.768747027407,2009,6,1,27,Sidewalk_structure - Not_Offensive
320,-122.450208014136,37.768688363398,2009,6,1,27,Street - Not_Offensive
321,-122.44693369284,37.7700075522105,2009,6,1,21,City_receptacle - Not_Offensive
322,-122.448050335,37.769583394,2009,6,4,35,Building_commercial - Not_Offensive
323,-122.448578838049,37.7697979719542,2009,6,5,21,Building_commercial - Not_Offensive
324,-122.447683123116,37.765723870033,2009,6,6,4,Pole - Offensive
325,-122.447716022874,37.765194563211,2009,6,6,4,Pole - Not_Offensive
326,-122.448147352,37.76483838,2009,6,6,4,Pole - Offensive
327,-122.447634466232,37.7651388425348,2009,6,7,3,Pole - Offensive
328,-122.448941616,37.767811171,2009,6,9,190,Sidewalk_structure - Not_Offensive
329,-122.449433076,37.763199724,2009,6,9,5,Sidewalk_structure - Offensive
330,-122.451042321197,37.7638425142608,2009,6,9,32,Sidewalk_structure - Offensive
331,-122.448137098,37.766162574,2009,6,9,17,Sidewalk_structure - Offensive
332,-122.447823646702,37.7660721474589,2009,6,9,17,Pole - Offensive
333,-122.448910367,37.769521656,2009,6,13,229,Building_residential - Not_Offensive
334,-122.450042250095,37.769555582804,2009,6,13,173,Building_residential - Not_Offensive
335,-122.450302566,37.769168173,2009,6,15,3,Pole - Not_Offensive
336,-122.450757373,37.768434357,2009,6,15,9,News_rack - Not_Offensive
337,-122.449038837,37.768285333,2009,6,16,25,Street - Not_Offensive
338,-122.449453961037,37.7687289533291,2009,6,18,36,Building_other - Not_Offensive
339,-122.446994302855,37.7627222243096,2009,6,18,6,Sidewalk_structure - Offensive
340,-122.449958075232,37.765800070469,2009,6,19,260,Other_enter_additional_details_below - Offensive
341,-122.448013206611,37.7670065445098,2009,6,19,6,Pole - Offensive
342,-122.449762869932,37.769702474213,2009,6,20,44,Building_commercial - Not_Offensive
343,-122.450733869612,37.769467376906,2009,6,21,37,City_receptacle - Not_Offensive
344,-122.44970855,37.768553896,2009,6,22,11,Pole - Not_Offensive
345,-122.448578838049,37.7697979719542,2009,6,22,3,Signal_box - Not_Offensive
346,-122.448578838049,37.7697979719542,2009,6,22,3,City_receptacle - Not_Offensive
347,-122.44921598,37.769167742,2009,6,23,8,Pole - Not_Offensive
348,-122.448910920315,37.768742517071,2009,6,25,15,Sidewalk_in_front_of_property - Not_Offensive
349,-122.446934854362,37.769666525766,2009,6,25,7,Pole - Not_Offensive
350,-122.447541162,37.769630814,2009,6,26,6,Parking_meter - Not_Offensive
351,-122.448518490465,37.769749898201,2009,6,27,5,Parking_meter - Not_Offensive
352,-122.448013206611,37.7670065445098,2009,6,29,3,Pole - Offensive
353,-122.450390815,37.769366141,2009,6,30,62,News_rack - Not_Offensive
354,-122.449224698538,37.768813764932,2009,7,3,7,Pole - Not_Offensive
355,-122.44970855,37.768553896,2009,7,3,166,Pole - Not_Offensive
