id,lat,lng,YO,MO,DO,TIME,DETAIL
190,-122.418747688955,37.7554369160237,2008,12,11,12,Pole - Not_Offensive
191,-122.419423659167,37.761783664122,2008,12,12,157,Building_commercial - Not_Offensive
192,-122.419485757892,37.762428697066,2008,12,12,1,Sidewalk_in_front_of_property - Not_Offensive
193,-122.419703171,37.762448824,2008,12,12,1,Sidewalk_in_front_of_property - Not_Offensive
194,-122.419353051271,37.762491740229,2008,12,12,15,Parking_meter - Not_Offensive
195,-122.419513656,37.76047083,2008,12,12,15,Bike_rack - Not_Offensive
196,-122.419303142291,37.760524822081,2008,12,12,31,Parking_meter - Not_Offensive
197,-122.419206209871,37.7602354682392,2008,12,12,2,Signal_box - Not_Offensive
198,-122.419079472138,37.75963796819,2008,12,12,81,Building_commercial - Not_Offensive
199,-122.41854421,37.759240061,2008,12,13,4,Pay_phone - Not_Offensive
200,-122.41905270146,37.7586326659361,2008,12,13,30,Parking_meter - Not_Offensive
201,-122.418943778087,37.758216883274,2008,12,13,3,Pole - Not_Offensive
202,-122.420747906,37.760031817,2008,12,13,5,Building_commercial - Offensive
203,-122.418901070709,37.7570353263749,2008,12,13,5,Sidewalk_in_front_of_property - Not_Offensive
204,-122.41914385642,37.758860958629,2008,12,13,5,Building_other - Not_Offensive
205,-122.419173291157,37.759168432405,2008,12,13,5,Sidewalk_in_front_of_property - Not_Offensive
206,-122.418747688955,37.7554369160237,2008,12,13,10,Pole - Offensive
207,-122.419359315196,37.7618358043403,2008,12,14,5,Building_other - Not_Offensive
208,-122.419331147724,37.762264321902,2008,12,14,51,Building_other - Not_Offensive
209,-122.418424068,37.755793529,2008,12,14,85,Building_commercial - Not_Offensive
210,-122.419243935417,37.759906369362,2008,12,14,4,Building_residential - Not_Offensive
211,-122.418603753,37.75725856,2008,12,14,85,Building_commercial - Not_Offensive
212,-122.419433841594,37.761889671925,2008,12,14,85,Building_commercial - Not_Offensive
213,-122.419079472138,37.75963796819,2008,12,14,6,Building_other - Not_Offensive
214,-122.419144593888,37.760318223044,2008,12,14,91,Building_commercial - Not_Offensive
215,-122.419144593888,37.760318223044,2008,12,14,91,Building_commercial - Not_Offensive
216,-122.419137969536,37.758799463876,2008,12,15,4,Building_commercial - Not_Offensive
217,-122.419501973,37.760353452,2008,12,17,1,Building_residential - Not_Offensive
218,-122.41915047254,37.760379630015,2008,12,17,27,Building_commercial - Not_Offensive
219,-122.419206209871,37.7602354682392,2008,12,17,48,Building_commercial - Not_Offensive
220,-122.419137969536,37.758799463876,2008,12,18,1,Building_commercial - Post_Abatement_Inspection
221,-122.419353051271,37.762491740229,2008,12,18,124,Building_commercial - Not_Offensive
222,-122.419206209871,37.7602354682392,2008,12,18,2,City_receptacle - Not_Offensive
223,-122.418794496,37.759955131,2008,12,18,5,Sidewalk_in_front_of_property - Not_Offensive
224,-122.418901070709,37.7570353263749,2008,12,18,5,Pole - Not_Offensive
225,-122.419464380493,37.762206745543,2008,12,19,4,Building_commercial - Not_Offensive
226,-122.41945988,37.759728663,2008,12,19,25,Building_commercial - Not_Offensive
227,-122.419423659167,37.761783664122,2008,12,19,1,Sidewalk_in_front_of_property - Not_Offensive
228,-122.419359315196,37.7618358043403,2008,12,20,2,Pole - Not_Offensive
229,-122.418747688955,37.7554369160237,2008,12,20,45,Building_commercial - Not_Offensive
230,-122.417584787,37.756988914,2008,12,21,69,Building_other - Not_Offensive
231,-122.416631028211,37.755516088238,2008,12,21,85,Building_other - Not_Offensive
232,-122.419359315196,37.7618358043403,2008,12,21,2,City_receptacle - Not_Offensive
233,-122.418271439265,37.7619015858826,2008,12,21,85,Building_other - Offensive
234,-122.418747688955,37.7554369160237,2008,12,21,21,Pay_phone - Not_Offensive
235,-122.419359315196,37.7618358043403,2008,12,22,1,Mail_box - Not_Offensive
236,-122.4194735422,37.762301867618,2008,12,22,3,Building_other - Not_Offensive
237,-122.419206209871,37.7602354682392,2008,12,22,2,Sidewalk_in_front_of_property - Not_Offensive
238,-122.419359315196,37.7618358043403,2008,12,24,27,Building_commercial - Not_Offensive
239,-122.418747688955,37.7554369160237,2008,12,25,4,Signal_box - Not_Offensive
240,-122.418901070709,37.7570353263749,2008,12,27,3,Pole - Not_Offensive
241,-122.418747688955,37.7554369160237,2008,12,27,13,Pole - Not_Offensive
242,-122.41968835,37.756988182,2008,12,28,3,Building_residential - Offensive
243,-122.419841366966,37.7585849358835,2008,12,28,3,Building_residential - Offensive
244,-122.419350172783,37.761016077554,2008,12,28,73,Pole - Not_Offensive
245,-122.419206209871,37.7602354682392,2008,12,28,37,Building_commercial - Not_Offensive
246,-122.419243935417,37.759906369362,2008,12,28,17,Building_commercial - Not_Offensive
247,-122.419443355,37.759557799,2008,12,28,114,Building_commercial - Not_Offensive
248,-122.419333885665,37.762292749217,2008,12,29,34,Building_residential - Not_Offensive
249,-122.419331147724,37.762264321902,2008,12,29,36,Building_other - Not_Offensive
250,-122.419423659167,37.761783664122,2008,12,29,1,Building_commercial - Not_Offensive
251,-122.420205037,37.760379907,2008,12,29,9,Building_commercial - Not_Offensive
252,-122.419206209871,37.7602354682392,2008,12,29,3,Sidewalk_in_front_of_property - Not_Offensive
253,-122.418901070709,37.7570353263749,2008,12,29,93,Building_commercial - Not_Offensive
254,-122.419144593888,37.760318223044,2008,12,30,41,Building_commercial - Not_Offensive
255,-122.419144593888,37.760318223044,2008,12,30,8,Building_commercial - Not_Offensive
256,-122.419485757892,37.762428697066,2008,12,31,10,Building_commercial - Not_Offensive
257,-122.4194735422,37.762301867618,2008,12,31,10,Building_commercial - Not_Offensive
258,-122.419433841594,37.761889671925,2008,12,31,7,Signal_box - Not_Offensive
259,-122.419464380493,37.762206745543,2009,1,2,63,Sidewalk_in_front_of_property - Not_Offensive
260,-122.419703171,37.762448824,2009,1,2,62,Building_commercial - Not_Offensive
261,-122.419353051271,37.762491740229,2009,1,2,105,Building_residential - Not_Offensive
262,-122.419088302563,37.759730210323,2009,1,2,64,Building_residential - Not_Offensive
263,-122.419452401,37.759640059,2009,1,2,68,Building_residential - Not_Offensive
264,-122.418679177,37.758437411,2009,1,2,64,Building_commercial - Not_Offensive
265,-122.419359315196,37.7618358043403,2009,1,2,3,Building_commercial - Offensive
266,-122.41905270146,37.7586326659361,2009,1,2,2,Signal_box - Not_Offensive
267,-122.419974854088,37.7601888876742,2009,1,3,223,Building_commercial - Offensive
268,-122.41968835,37.756988182,2009,1,3,91,Building_commercial - Offensive
269,-122.419359315196,37.7618358043403,2009,1,3,274,Building_commercial - Offensive
270,-122.419137969536,37.758799463876,2009,1,5,1,Building_commercial - Post_Abatement_Inspection
271,-122.419485757892,37.762428697066,2009,1,5,2,Building_commercial - Not_Offensive
272,-122.419344228,37.755654111,2009,1,5,129,Building_commercial - Not_Offensive
273,-122.419344228,37.755654111,2009,1,5,129,Building_commercial - Not_Offensive
274,-122.41915047254,37.760379630015,2009,1,5,2,Building_commercial - Not_Offensive
275,-122.419206209871,37.7602354682392,2009,1,5,59,Sidewalk_in_front_of_property - Not_Offensive
276,-122.418794496,37.759955131,2009,1,5,61,Building_commercial - Not_Offensive
277,-122.419067698329,37.759514978694,2009,1,5,59,Building_commercial - Not_Offensive
278,-122.418952051495,37.758304057639,2009,1,5,10,Building_commercial - Not_Offensive
279,-122.41922395623,37.761147216765,2009,1,5,61,Building_commercial - Not_Offensive
280,-122.419359315196,37.7618358043403,2009,1,6,16,Sidewalk_structure - Not_Offensive
281,-122.41936486996,37.761169594896,2009,1,6,17,Building_commercial - Not_Offensive
282,-122.419350172783,37.761016077554,2009,1,6,60,Building_commercial - Not_Offensive
283,-122.419300202929,37.760494118613,2009,1,6,9,Building_commercial - Not_Offensive
284,-122.419279627295,37.760279194335,2009,1,6,17,News_rack - Not_Offensive
285,-122.41926454027,37.760121600946,2009,1,6,101,Building_commercial - Not_Offensive
286,-122.419452401,37.759640059,2009,1,6,2,Building_commercial - Not_Offensive
287,-122.419217443667,37.759629642998,2009,1,6,64,Building_commercial - Not_Offensive
